title,description,genres
This Lady Called Life,"Becoming a chef is Aiye’s greatest desire. But. She is a young, struggling, single mother who has been abandoned by her family. To settle for defeat, or to fight against all odds to become the chef of her dreams? That is the question.",['drama']
Andre and His Olive Tree,"Chef André Chiang is returning his Michelin stars, and has publicly declared that he is returning to his roots after 30 years. What would make him do so? How does the perfectionist define success? What haunts him at night?  Following Chef André weeks before he officially closes his restaurant, we chart his emotional journey, and dive into nostalgic elements of his life. From how he first fell in love with cooking as a result of his mother’s influence, to the challenges that he faced when he first learnt cooking in France, we tell the story of a passionate and determined individual, now ready for the next season of his life.",['documentation']
Go! Go! Cory Carson: The Chrissy,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention.","['animation', 'family']"
Guddiyan Patole,"Guddiyan Patole is a Punjabi movie starring Sonam Bajwa, Gurnam Bhullar and Nirmal Rishi in prominent roles. It is a drama directed by Vijay Kumar Arora, with Jagdeep Sidhu as writer, forming part of the crew.","['comedy', 'drama']"
Maradona's Legs,"During the 1990 World Cup, two young Palestinian boys are on a quest for “Maradona’s legs”; the last missing sticker that they need in order to complete their world cup album and win a free Atari.","['drama', 'comedy']"
Kaamyaab,"The human drama is based on an interesting premise of a seasoned character actor who decides to come out of retirement and begin a quest for a record of some sorts, that elusive 500th role, the one for which he shall be remembered forever.","['comedy', 'drama']"
Santana,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago. They may kill each other before capturing the bad guys.,"['action', 'crime', 'drama']"
Hunter in the Blue Side of Manchester,"To honor his father, a diligent college graduate takes on the daunting goal of becoming a reporter for an English Premier League soccer club.",['drama']
Tarung Sarung,"Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business.","['drama', 'action', 'sport', 'thriller']"
A Go! Go! Cory Carson Summer Camp,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",['animation']
True: Wuzzle Wegg Day,"Spring has sprung in Rainbow City, and Wuzzle Wegg Day is right around the corner! But Bartleby's convinced that a Wegg-stealing monster is on the loose.",['animation']
Gold Statue,"A prized gold statue drives two best buddies on an adventure to find it and unlock its powers. But does the statue even really exist - and if found, does it really hold magical powers?","['drama', 'comedy']"
The Zoya Factor,An advertising agency executive Zoya Singh Solanki meets the Indian cricket team and ends up becoming their lucky charm at the 2011 Cricket World Cup.,"['romance', 'sport', 'comedy', 'drama']"
"Hello, Love, Goodbye",A bartender romances a domestic helper despite the fact that she is moving to Canada.,"['drama', 'romance']"
Super Monsters Furever Friends,"On the first night of spring, the Super Monsters gather for food, fun and games in the park -- and get to meet their adorable new pets!","['fantasy', 'animation']"
Hot Gimmick: Girl Meets Boy,"A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust.","['drama', 'romance']"
Yeh Ballet,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",['drama']
Andhaghaaram,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.","['thriller', 'horror']"
Liss Pereira: Reteniendo Liquidos,"A Pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships.",['comedy']
Wave of Cinema: Filosofi Kopi,"Following all the singers from Filosofi Kopi's soundtracks, this concert talked about coffee and how life changed 'cause of it.","['documentation', 'music']"
Hire a Woman,A young man attends a college reunion with a fake girlfriend in an attempt to make his ex jealous.,"['romance', 'comedy']"
Super Monsters Save Christmas,"On Christmas Eve, the Super Monsters get together to make decorations, but end up having to find Santa's missing reindeer in order to save their holiday.","['family', 'animation', 'fantasy']"
True: Tricky Treat Day,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,"['animation', 'family']"
I'm Leaving Now,"After 16 years in Brooklyn, working three low-paying jobs and sending the bulk of his earnings to his wife and children, undocumented immigrant Felipe decides to return home to his family in Mexico. But when he informs them of his plans, he discovers that they've squandered the money, are deeply in debt and don’t want him to return. They need him to stay in the U.S. and continue to earn.","['documentation', 'european']"
Ludo,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.","['crime', 'comedy', 'drama', 'action']"
Mallesham,"The life of Padma Shri winner Chintakindi Mallesham, who invented the ASU machine that processes yarn for sarees mechanically, is being recreated in this biopic.",['drama']
Super Monsters: The New Class,"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level - the Purple Room.",['animation']
Mike Epps: Only One Mike,"A 2019 stand-up comedy special by comedian Mike Epps, where he tackles sexual misconduct, special education, aging body parts and more.",['comedy']
Kill Me If You Dare,"Kill Me Darling is the story of a couple who decide to kill each other. Okan and Demet are married couple for 5 years. However, despite their years together, their relationship is not very good. The love of the two started like a fairy tale, continued with great excitement and reached a happy end. However, as their lives began to become ordinary after marriage, that sense of excitement within the couple began to die. At the end of 5 years, they become overwhelmed by each other. Even though they want different lives, the young couple, who cannot express it and start to become nervous to each other without making a sound, become a victim of a great misunderstanding on their wedding anniversary. As a result of the mistake, the husband and wife of 5 years decide to kill each other..","['romance', 'comedy']"
